AMT Concat,Concat Code,Comp Code,Mod Code,AMT Model,AMT Serial Prefix,AMT Component Code,AMT Modifier Code,MacMahon Serial Prefix,Functional Location,Position Code,Maintenance Item Description,Functional Location Code,Customer data Concat
DHJ706300,DHJ706300,7063,00,6040,DHJ,7063 - SWING/GEAR BEARING,00 - (NONE),DHJ,EXBH055-SURE-SWBR,,35000H SWING BEARING CHANGE,SURE-SWBR,DHJSURE-SWBR
DHJ1353RI,DHJ1353RI,1353,RI,6040,DHJ,1353 - RADIATOR,RI - RIGHT,DHJ,EXBH055-ENG2-COSY,,18000H RADIATOR CHANGE RH,ENG2-COSY,DHJENG2-COSY
DHJ1386RR,DHJ1386RR,1386,RR,6040,DHJ,1386 - HYDRAULIC FAN MOTOR,RR - RIGHT REAR,DHJ,,,15000H HYD COOLER FAN MOTOR CHANGE RR,,
DHJ1387LT,DHJ1387LT,1387,LT,6040,DHJ,1387 - HYDRAULIC FAN PUMP,LT - LEFT,DHJ,,,16000H FAN DRIVE PUMP CHANGE LH,,
DHJ1387RI,DHJ1387RI,1387,RI,6040,DHJ,1387 - HYDRAULIC FAN PUMP,RI - RIGHT,DHJ,,,16000H FAN DRIVE PUMP CHANGE RH,,
DHJ3108RI,DHJ3108RI,3108,RI,6040,DHJ,3108 - PUMP DRIVE GRP,RI - RIGHT,DHJ,EXBH054-PUD2,,18000H PUMP DRIVE CHANGE RH,PUD2,DHJPUD2
DHJ4170RI,DHJ4170RI,4170,RI,6040,DHJ,4170 - TRACK ASSEMBLY,RI - RIGHT,DHJ,EXFS001-UCRG,,16000H TRACK CHANGE RH,UCRG,DHJUCRG
DHJ4180LT,DHJ4180LT,4180,LT,6040,DHJ,4180 - TRACK ROLLER,LT - LEFT,DHJ,,,52000H TRACK FRAME ASSEMBLY CHANGE LH,,
DHJ4180RI,DHJ4180RI,4180,RI,6040,DHJ,4180 - TRACK ROLLER,RI - RIGHT,DHJ,,,52000H TRACK FRAME ASSEMBLY CHANGE RH,,
DHJ5084LF,DHJ5084LF,5084,LF,6040,DHJ,5084 - IMPLEMENT PUMP,LF - LEFT FRONT,DHJ,EXBH072-HYSY-PUHY-PUM1,,12000H MAIN PUMP CHANGE POS.1,HYSY-PUHY-PUM1,DHJHYSY-PUHY-PUM1
DHJ5084LR,DHJ5084LR,5084,LR,6040,DHJ,5084 - IMPLEMENT PUMP,LR - LEFT REAR,DHJ,EXBH054-HYSY-PUHY,,12000H MAIN PUMP CHANGE POS.2,HYSY-PUHY,DHJHYSY-PUHY
DHJ5084RR,DHJ5084RR,5084,RR,6040,DHJ,5084 - IMPLEMENT PUMP,RR - RIGHT REAR,DHJ,EXBH072-HYSY-PUHY-PUM4,,12000H MAIN PUMP CHANGE POS.4,HYSY-PUHY-PUM4,DHJHYSY-PUHY-PUM4
DHJ546100,DHJ546100,5461,00,6040,DHJ,5461 - BOOM CONTROL VALVE,00 - (NONE),DHJ,EXBH055-IMAT-BOOM,,25000H BOOM CHANGE,IMAT-BOOM,DHJIMAT-BOOM
DHJ,DHJ,,,6040,DHJ,,,DHJ,EXBH055-HYSY-VAHY,,30000H MAIN CONTROL VALVE CHANGE LH,HYSY-VAHY,DHJHYSY-VAHY
DHJ79PALR,DHJ79PALR,79PA,LR,6040,DHJ,79PA - SWING DRIVE MOTOR,LR - LEFT REAR,DHJ,,,15000H SWING MOTOR CHANGE LHR,,
DHJ79PARF,DHJ79PARF,79PA,RF,6040,DHJ,79PA - SWING DRIVE MOTOR,RF - RIGHT FRONT,DHJ,,,15000H SWING MOTOR CHANGE RHF,,
DHJ79PARR,DHJ79PARR,79PA,RR,6040,DHJ,79PA - SWING DRIVE MOTOR,RR - RIGHT REAR,DHJ,,,15000H SWING MOTOR CHANGE RHR,,
DHJ89CSLT,DHJ89CSLT,89CS,LT,6040,DHJ,89CS - ENGINE FAN MOTOR,LT - LEFT,DHJ,,,15000H ENGINE FAN MOTOR CHANGE LH,,
DHJ89CSRI,DHJ89CSRI,89CS,RI,6040,DHJ,89CS - ENGINE FAN MOTOR,RI - RIGHT,DHJ,,,15000H ENGINE FAN MOTOR CHANGE RH,,
2BW100000,2BW100000,1000,00,789C,2BW,1000 - ENGINE,00 - (NONE),2BW,TKHL154-ENGI,,18000H ENGINE CHANGE,ENGI,2BWENGI
2BW135300,2BW135300,1353,00,789C,2BW,1353 - RADIATOR,00 - (NONE),2BW,TKHL154-ENGI-COSY,,18000H RADIATOR CHANGE,ENGI-COSY,2BWENGI-COSY
2BW303000,2BW303000,3030,00,789C,2BW,3030 - TRANSMISSION,00 - (NONE),2BW,TKHL154-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,2BWDRIV-TMSN
2BW310100,2BW310100,3101,00,789C,2BW,3101 - TORQUE CONVERTER,00 - (NONE),2BW,TKHL154-DRIV-TQCV,,18000H TORQUE CONVERTER CHANGE,DRIV-TQCV,2BWDRIV-TQCV
2BW325800,2BW325800,3258,00,789C,2BW,3258 - DIFFERENTIAL,00 - (NONE),2BW,TKHL154-DRIV-DIFF,,16000H DIFFERENTIAL CHANGE,DRIV-DIFF,2BWDRIV-DIFF
2BW4008LF,2BW4008LF,4008,LF,789C,2BW,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,2BW,TKHL154-DRIV-WHGP,LHF,20000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,2BWDRIV-WHGPLHF
2BW4008RF,2BW4008RF,4008,RF,789C,2BW,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,2BW,TKHL154-DRIV-WHGP,RHF,20000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,2BWDRIV-WHGPRHF
2BW4008RI,2BW4008RI,4008,RI,789C,2BW,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,2BW,TKHL157-DRIV-FIDV,RHR,16000H WHEEL END CHANGE RHR,DRIV-FIDV,2BWDRIV-FIDVRHR
2BW4008LR,2BW4008LR,4008,LR,789C,2BW,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,2BW,TKHL277-DRIV,LHR,16000H WHEEL END CHANGE LHR,DRIV,2BWDRIVLHR
2BW4050RR,2BW4050RR,4050,RR,789C,2BW,4050 - FINAL DRIVE,RR - RIGHT REAR,2BW,TKHL154-DRIV-FIDV,RHR,16000H WHEEL END CHANGE RHR,DRIV-FIDV,2BWDRIV-FIDVRHR
2BW4050LR,2BW4050LR,4050,LR,789C,2BW,4050 - FINAL DRIVE,LR - LEFT REAR,2BW,TKHL154-DRIV-FIDV,LHR,16000H WHEEL END CHANGE LHR,DRIV-FIDV,2BWDRIV-FIDVLHR
2BW7201LT,2BW7201LT,7201,LT,789C,2BW,7201 - SUSPENSION CYLINDER,LT - LEFT,2BW,TKHL276-HYSY,,20000H SUSPENSION CYLINDER CHANGE LHF,HYSY,2BWHYSY
2BW7201RF,2BW7201RF,7201,RF,789C,2BW,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,2BW,TKHL276-SURE-SPSN,RHF,20000H SUSPENSION CYLINDER CHANGE RHF,SURE-SPSN,2BWSURE-SPSNRHF
2BW7201LF,2BW7201LF,7201,LF,789C,2BW,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,2BW,TKHL155-SURE-SPSN,LHF,20000H SUSPENSION CYLINDER CHANGE LHF,SURE-SPSN,2BWSURE-SPSNLHF
2BW7213LR,2BW7213LR,7213,LR,789C,2BW,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,2BW,TKHL154-SURE-SPSN,LHR,20000H SUSPENSION CYLINDER CHANGE LHR,SURE-SPSN,2BWSURE-SPSNLHR
2BW7213RR,2BW7213RR,7213,RR,789C,2BW,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,2BW,TKHL154-SURE-SPSN,RHR,20000H SUSPENSION CYLINDER CHANGE RHR,SURE-SPSN,2BWSURE-SPSNRHR
2BW7213RI,2BW7213RI,7213,RI,789C,2BW,7213 - REAR SUSPENSION CYLINDER,RI - RIGHT,2BW,TKHL277-SSSY,RH,20000H SUSPENSION CYLINDER CHANGE LHR,SSSY,2BWSSSYRH
DHN1000LT,DHN1000LT,1000,LT,6060,DHN,1000 - ENGINE,LT - LEFT,DHN,EXBH009-ENG1,,14300H ENGINE CHANGE LH,ENG1,DHNENG1
DHN1000RI,DHN1000RI,1000,RI,6060,DHN,1000 - ENGINE,RI - RIGHT,DHN,EXBH047-ENG2,,14300H ENGINE CHANGE RH,ENG2,DHNENG2
DHN1353LT,DHN1353LT,1353,LT,6060,DHN,1353 - RADIATOR,LT - LEFT,DHN,EXBH047-ENG1-COSY-RADT,,14300H RADIATOR CHANGE LH,ENG1-COSY-RADT,DHNENG1-COSY-RADT
DHN1353RI,DHN1353RI,1353,RI,6060,DHN,1353 - RADIATOR,RI - RIGHT,DHN,EXBH009-ENG2-COSY-RADT,,14300H RADIATOR CHANGE RH,ENG2-COSY-RADT,DHNENG2-COSY-RADT
DHN1386FL,DHN1386FL,1386,FL,6060,DHN,1386 - HYDRAULIC FAN MOTOR,FLO - FRONT LOWER,DHN,,,15000H HYD COOLER FAN MOTOR CHANGE FL,,
DHN1386FU,DHN1386FU,1386,FU,6060,DHN,1386 - HYDRAULIC FAN MOTOR,FUP - FRONT UPPER,DHN,,,15000H HYD COOLER FAN MOTOR CHANGE FU,,
DHN1386RE,DHN1386RE,1386,RE,6060,DHN,1386 - HYDRAULIC FAN MOTOR,REU - REAR UPPER,DHN,,,15000H HYD COOLER FAN MOTOR CHANGE RU,,
DHN1387P0,DHN1387P0,1387,P0,6060,DHN,1387 - HYDRAULIC FAN PUMP,P01 - P01,DHN,,,15000H PMP HYD OIL COL FAN CHNG POS.10.1,,
DHN3204LT,DHN3204LT,3204,LT,6060,DHN,3204 - CHARGE PUMP,LT - LEFT,DHN,,,12000H PUMP CHARGE CHANGE POS.16.1,,
DHN3204RI,DHN3204RI,3204,RI,6060,DHN,3204 - CHARGE PUMP,RI - RIGHT,DHN,,,12000H PUMP CHARGE CHANGE POS.16.2,,
DHN4151LT,DHN4151LT,4151,LT,6060,DHN,4151 - TRACK ROLLER FRAME,LT - LEFT,DHN,EXBH047-UCRG-TCFS-TCFL,,22000H TRACK ROLLER FRAME CHANGE LH,UCRG-TCFS-TCFL,DHNUCRG-TCFS-TCFL
DHN4151RI,DHN4151RI,4151,RI,6060,DHN,4151 - TRACK ROLLER FRAME,RI - RIGHT,DHN,EXBH047-UCRG-TCFS-TCFR,,22000H TRACK ROLLER FRAME CHANGE RH,UCRG-TCFS-TCFR,DHNUCRG-TCFS-TCFR
DHN4352LT,DHN4352LT,4352,LT,6060,DHN,4352 - DRIVE CONTROL VALVE,LT - LEFT,DHN,EXBH047-HYSY-VAHY-VAAC,,29700H TRAVEL SPEED CTRL VLVE CHNG LH,HYSY-VAHY-VAAC,DHNHYSY-VAHY-VAAC
DHN4352RI,DHN4352RI,4352,RI,6060,DHN,4352 - DRIVE CONTROL VALVE,RI - RIGHT,DHN,EXBH009-HYSY-VAHY-VAAC,,29700H TRAVEL SPEED CTRL VLVE CHNG RH,HYSY-VAHY-VAAC,DHNHYSY-VAHY-VAAC
DHN5051LF,DHN5051LF,5051,LF,6060,DHN,5051 - HYDRAULIC CONTROL VALVE,LF - LEFT FRONT,DHN,,,29700H HYDRAULIC CTRL VLVE CHNG LHF,,
DHN5051LR,DHN5051LR,5051,LR,6060,DHN,5051 - HYDRAULIC CONTROL VALVE,LR - LEFT REAR,DHN,,,29700H HYDRAULIC CTRL VLVE CHNG LHR,,
DHN5051RF,DHN5051RF,5051,RF,6060,DHN,5051 - HYDRAULIC CONTROL VALVE,RF - RIGHT FRONT,DHN,,,29700H HYDRAULIC CTRL VLVE CHNG RHF,,
DHN5051RR,DHN5051RR,5051,RR,6060,DHN,5051 - HYDRAULIC CONTROL VALVE,RR - RIGHT REAR,DHN,,,29700H HYDRAULIC CTRL VLVE CHNG RHR,,
DHN506000,DHN506000,5060,00,6060,DHN,5060 - SWIVEL,00 - (NONE),DHN,EXBH009-HYSY-RYCN,,18000H SWIVEL CHANGE,HYSY-RYCN,DHNHYSY-RYCN
DHN5084LF,DHN5084LF,5084,LF,6060,DHN,5084 - IMPLEMENT PUMP,LF - LEFT FRONT,DHN,,,13200H IMPLEMENT PUMP CHANGE P1,,
DHN5084LR,DHN5084LR,5084,LR,6060,DHN,5084 - IMPLEMENT PUMP,LR - LEFT REAR,DHN,,,13200H IMPLEMENT PUMP CHANGE P2,,
DHN5084RF,DHN5084RF,5084,RF,6060,DHN,5084 - IMPLEMENT PUMP,RF - RIGHT FRONT,DHN,,,13200H IMPLEMENT PUMP CHANGE P3,,
DHN5084RR,DHN5084RR,5084,RR,6060,DHN,5084 - IMPLEMENT PUMP,RR - RIGHT REAR,DHN,,,13200H IMPLEMENT PUMP CHANGE P4,,
DHN545100,DHN545100,5451,00,6060,DHN,5451 - SHOVEL BOOM CYLINDER,00 - (NONE),DHN,EXBH088-IMAT-BOOM,,18000H BOOM CHANGE,IMAT-BOOM,DHNIMAT-BOOM
DHN545700,DHN545700,5457,00,6060,DHN,5457 - BUCKET CYLINDER,00 - (NONE),DHN,EXBH047-BCKT,,20000H BUCKET CHANGE,BCKT,DHNBCKT
DHN545800,DHN545800,5458,00,6060,DHN,5458 - STICK CYLINDER,00 - (NONE),DHN,EXBH001-IMAT-SICK,,18000H STICK CHANGE,IMAT-SICK,DHNIMAT-SICK
DHN5473P0,DHN5473P0,5473,P0,6060,DHN,5473 - SWING PUMP,P03 - P03,DHN,,,13200H SWING PUMP CHANGE RHP1,,
DHN610800,DHN610800,6108,00,6060,DHN,6108 - BUCKET PIN,00 - (NONE),DHN,EXBH047-IMAT,,11000H BUCKET PIN CHANGE,IMAT,DHNIMAT
DHN706300,DHN706300,7063,00,6060,DHN,7063 - SWING GEAR/BEARING,00 - (NONE),DHN,EXBH047-SURE-SWBR-SWBR,,33000H SWING BEARING CHANGE,SURE-SWBR-SWBR,DHNSURE-SWBR-SWBR
DHN,DHN,,,6060,DHN,,,DHN,EXBH047-HYSY-VAHY-CTB1,,29700H HYDRAULIC CTRL VLVE CHG LHF,HYSY-VAHY-CTB1,DHNHYSY-VAHY-CTB1
3KR100000,3KR100000,1000,00,D10R,3KR,1000 - ENGINE,00 - (NONE),3KR,DZTR056-ENGI,,18000H ENGINE CHANGE,ENGI,3KRENGI
3KR135300,3KR135300,1353,00,D10R,3KR,1353 - RADIATOR,00 - (NONE),3KR,DZTR056-ENGI-COSY,,18000H RADIATOR CHANGE,ENGI-COSY,3KRENGI-COSY
3KR303000,3KR303000,3030,00,D10R,3KR,3030 - TRANSMISSION,00 - (NONE),3KR,DZTR056-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,3KRDRIV-TMSN
3KR310100,3KR310100,3101,00,D10R,3KR,3101 - TORQUE CONVERTER,00 - (NONE),3KR,DZTR056-DRIV-TQCV,,16000H TORQUE CONVERTER CHANGE,DRIV-TQCV,3KRDRIV-TQCV
3KR4050RI,3KR4050RI,4050,RI,D10R,3KR,4050 - FINAL DRIVE,RI - RIGHT,3KR,DZTR056-DRIV-FIDV,RH,18000H FINAL DRIVE CHANGE RH,DRIV-FIDV,3KRDRIV-FIDVRH
3KR4050LT,3KR4050LT,4050,LT,D10R,3KR,4050 - FINAL DRIVE,LT - LEFT,3KR,DZTR056-DRIV-FIDV,LH,18000H FINAL DRIVE CHANGE LH,DRIV-FIDV,3KRDRIV-FIDVLH
3KR300600,3KR300600,3006,00,D10R,3KR,3006 - TRANSMISSION & DIFFERENTIAL UNIT,00 - (NONE),3KR,TKHL192-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,3KRDRIV-TMSN
3KR4151LT,3KR4151LT,4151,LT,D10R,3KR,4151 - TRACK ROLLER FRAME,LT - LEFT,3KR,DZTR056-UCRG-TCFS,,20000H TRACK FRAME CHANGE LH,UCRG-TCFS,3KRUCRG-TCFS
3KR4151RI,3KR4151RI,4151,RI,D10R,3KR,4151 - TRACK ROLLER FRAME,RI - RIGHT,3KR,DZTR056-UCRG-TCFS,,20000H TRACK FRAME CHANGE RH,UCRG-TCFS,3KRUCRG-TCFS
3PR100000,3PR100000,1000,00,777D,3PR,1000 - ENGINE,00 - (NONE),3PR,TKHL017-ENGI,,20000H ENGINE CHANGE,ENGI,3PRENGI
3PR135300,3PR135300,1353,00,777D,3PR,1353 - RADIATOR,00 - (NONE),3PR,TKHL017-ENGI-COSY,,20000H RADIATOR CHANGE,ENGI-COSY,3PRENGI-COSY
3PR303000,3PR303000,3030,00,777D,3PR,3030 - TRANSMISSION,00 - (NONE),3PR,TKHL017-DRIV-TMSN,,16000H TRANSMISSION CHANGE,DRIV-TMSN,3PRDRIV-TMSN
3PR310100,3PR310100,3101,00,777D,3PR,3101 - TORQUE CONVERTER,00 - (NONE),3PR,TKHL017-DRIV-TQCV,,18000H TORQUE CONVERTER CHANGE,DRIV-TQCV,3PRDRIV-TQCV
3PR325800,3PR325800,3258,00,777D,3PR,3258 - DIFFERENTIAL,00 - (NONE),3PR,TKHL017-DRIV-DIFF,,18000H DIFFERENTIAL CHANGE,DRIV-DIFF,3PRDRIV-DIFF
3PR4008LF,3PR4008LF,4008,LF,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LF - LEFT FRONT,3PR,TKHL017-DRIV-WHGP,LHF,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,3PRDRIV-WHGPLHF
3PR4008RF,3PR4008RF,4008,RF,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RF - RIGHT FRONT,3PR,TKHL017-DRIV-WHGP,RHF,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,3PRDRIV-WHGPRHF
3PR4008LR,3PR4008LR,4008,LR,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LR - LEFT REAR,3PR,TKWC037-DRIV-FIDV,LHR,18000H WHEEL END CHANGE LHR,DRIV-FIDV,3PRDRIV-FIDVLHR
3PR4008RI,3PR4008RI,4008,RI,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RI - RIGHT,3PR,TKWC036-DRIV-FIDV,RHR,18000H WHEEL END CHANGE RHR,DRIV-FIDV,3PRDRIV-FIDVRHR
3PR4008LT,3PR4008LT,4008,LT,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",LT - LEFT,3PR,TKWC036-DRIV-FIDV,LHR,18000H WHEEL END CHANGE LHR,DRIV-FIDV,3PRDRIV-FIDVLHR
3PR4050RR,3PR4050RR,4050,RR,777D,3PR,4050 - FINAL DRIVE,RR - RIGHT REAR,3PR,TKHL017-DRIV-FIDV,RHR,18000H WHEEL END CHANGE RHR,DRIV-FIDV,3PRDRIV-FIDVRHR
3PR4050LR,3PR4050LR,4050,LR,777D,3PR,4050 - FINAL DRIVE,LR - LEFT REAR,3PR,TKHL017-DRIV-FIDV,LHR,18000H WHEEL END CHANGE LHR,DRIV-FIDV,3PRDRIV-FIDVLHR
3PR4006LF,3PR4006LF,4006,LF,777D,3PR,4006 - WHEEL & BRAKE ASSEMBLY,LF - LEFT FRONT,3PR,TKHL192-DRIV-WHGP,,24000H WHEEL GROUP CHANGE LHF,DRIV-WHGP,3PRDRIV-WHGP
3PR4006RF,3PR4006RF,4006,RF,777D,3PR,4006 - WHEEL & BRAKE ASSEMBLY,RF - RIGHT FRONT,3PR,TKHL132-DRIV-WHGP,,24000H WHEEL GROUP CHANGE RHF,DRIV-WHGP,3PRDRIV-WHGP
3PR135900,3PR135900,1359,00,777D,3PR,1359 - FAN DRIVE,00 - (NONE),3PR,,,10000H FAN DRIVE CHANGE,,
3PR1365RR,3PR1365RR,1365,RR,777D,3PR,1365 - BRAKE/AXLE OIL COOLER,RR - RIGHT REAR,3PR,,,18000H BRAKE OIL COOLER CHANGE RR,,
3PR137400,3PR137400,1374,00,777D,3PR,1374 - HYDRAULIC OIL COOLER,00 - (NONE),3PR,,,18000H HYDRAULIC OIL COOLER CHANGE,,
3PR137500,3PR137500,1375,00,777D,3PR,1375 - TORQUE CONVERTER/TRANSMISSION OIL COOLER,00 - (NONE),3PR,,,16000H TRANSMISSION OIL COOLER CHANGE,,
3PR306600,3PR306600,3066,00,777D,3PR,3066 - TRANSMISSION OIL PUMP,00 - (NONE),3PR,,,16000H TRANSMISSION PUMP CHANGE,,
3PR310800,3PR310800,3108,00,777D,3PR,3108 - PUMP DRIVE GRP,00 - (NONE),3PR,EXBH045-PUDR,,18000H PUMP DRIVE CHANGE,PUDR,3PRPUDR
3PR4008RR,3PR4008RR,4008,RR,777D,3PR,"4008 - FINAL DRIVE, BRAKE & WHEEL",RR - RIGHT REAR,3PR,TKHL020-DRIV-FIDV,,18000H WHEEL END CHANGE RHR,DRIV-FIDV,3PRDRIV-FIDV
3PR4261FR,3PR4261FR,4261,FR,777D,3PR,4261 - BRAKE/SLACK ADJUSTER,FR - FRONT,3PR,,,12000H BRAKE SLACK ADJUSTER CHANGE FR,,
3PR4261RR,3PR4261RR,4261,RR,777D,3PR,4261 - BRAKE/SLACK ADJUSTER,RR - RIGHT REAR,3PR,,,12000H BRAKE SLACK ADJUSTER CHANGE RR,,
3PR4303LT,3PR4303LT,4303,LT,777D,3PR,4303 - STEERING CYLINDER,LT - LEFT,3PR,,,12000H STEERING CYLINDER CHANGE LH,,
3PR4303RI,3PR4303RI,4303,RI,777D,3PR,4303 - STEERING CYLINDER,RI - RIGHT,3PR,,,12000H STEERING CYLINDER CHANGE RH,,
3PR430600,3PR430600,4306,00,777D,3PR,4306 - STEERING PUMP,00 - (NONE),3PR,,,12000H STEERING PUMP CHANGE,,
3PR508300,3PR508300,5083,00,777D,3PR,5083 - HYDRAULIC HOIST PUMP,00 - (NONE),3PR,,,18000H HOIST PUMP CHANGE,,
3PR5102LT,3PR5102LT,5102,LT,777D,3PR,5102 - LIFT/HOIST CYLINDER,LT - LEFT,3PR,,,18000H HOIST CYLINDER CHANGE LH,,
3PR5102RI,3PR5102RI,5102,RI,777D,3PR,5102 - LIFT/HOIST CYLINDER,RI - RIGHT,3PR,,,18000H HOIST CYLINDER CHANGE RH,,
3PR7201LF,3PR7201LF,7201,LF,777D,3PR,7201 - SUSPENSION CYLINDER,LF - LEFT FRONT,3PR,TKHL279-SURE-SPSN,,18000H SUSPENSION CYLINDER CHANGE LHF,SURE-SPSN,3PRSURE-SPSN
3PR7201RF,3PR7201RF,7201,RF,777D,3PR,7201 - SUSPENSION CYLINDER,RF - RIGHT FRONT,3PR,TKHL279-SURE-SPSN,,18000H SUSPENSION CYLINDER CHANGE RHF,SURE-SPSN,3PRSURE-SPSN
3PR7213LR,3PR7213LR,7213,LR,777D,3PR,7213 - REAR SUSPENSION CYLINDER,LR - LEFT REAR,3PR,,,18000H SUSPENSION CYLINDER CHANGE LHR,,
3PR7213RR,3PR7213RR,7213,RR,777D,3PR,7213 - REAR SUSPENSION CYLINDER,RR - RIGHT REAR,3PR,,,18000H SUSPENSION CYLINDER CHANGE RHR,,
3TZ100000,3TZ100000,1000,00,994D,3TZ,1000 - ENGINE,00 - (NONE),3TZ,LOFE045-ENGI,,19800H ENGINE CHANGE,ENGI,3TZENGI
3TZ135300,3TZ135300,1353,00,994D,3TZ,1353 - RADIATOR,00 - (NONE),3TZ,LOFE045-ENGI-COSY,,19800H RADIATOR CHANGE,ENGI-COSY,3TZENGI-COSY
3TZ303000,3TZ303000,3030,00,994D,3TZ,3030 - TRANSMISSION,00 - (NONE),3TZ,LOFE045-DRIV-TMSN,,11000H TRANSMISSION CHANGE,DRIV-TMSN,3TZDRIV-TMSN
3TZ310100,3TZ310100,3101,00,994D,3TZ,3101 - TORQUE CONVERTER,00 - (NONE),3TZ,LOFE045-DRIV-TQCV,,19800H TORQUE CONVERTER CHANGE,DRIV-TQCV,3TZDRIV-TQCV
3TZ3108RE,3TZ3108RE,3108,RE,994D,3TZ,3108 - PUMP DRIVE GRP,RE - REAR,3TZ,LOFE045-DRIV,RR,16500H PUMP DRIVE CHANGE RR,DRIV,3TZDRIVRR
3TZ3258FR,3TZ3258FR,3258,FR,994D,3TZ,3258 - DIFFERENTIAL,FR - FRONT,3TZ,LOFE045-DRIV-DIFF,FR,16500H DIFFERENTIAL CHANGE FR,DRIV-DIFF,3TZDRIV-DIFFFR
3TZ3258RE,3TZ3258RE,3258,RE,994D,3TZ,3258 - DIFFERENTIAL,RE - REAR,3TZ,LOFE045-DRIV-DIFF,RR,16500H DIFFERENTIAL CHANGE RR,DRIV-DIFF,3TZDRIV-DIFFRR
3TZ4050LR,3TZ4050LR,4050,LR,994D,3TZ,4050 - FINAL DRIVE,LR - LEFT REAR,3TZ,LOFE045-DRIV-FIDV,LHR,19800H WHEEL END CHANGE LHR,DRIV-FIDV,3TZDRIV-FIDVLHR
3TZ4050LF,3TZ4050LF,4050,LF,994D,3TZ,4050 - FINAL DRIVE,LF - LEFT FRONT,3TZ,LOFE045-DRIV-FIDV,LHF,19800H WHEEL END CHANGE LHF,DRIV-FIDV,3TZDRIV-FIDVLHF
3TZ4050RR,3TZ4050RR,4050,RR,994D,3TZ,4050 - FINAL DRIVE,RR - RIGHT REAR,3TZ,LOFE045-DRIV-FIDV,RHR,19800H WHEEL END CHANGE RHR,DRIV-FIDV,3TZDRIV-FIDVRHR
3TZ4050RF,3TZ4050RF,4050,RF,994D,3TZ,4050 - FINAL DRIVE,RF - RIGHT FRONT,3TZ,LOFE045-DRIV-FIDV,RHF,19800H WHEEL END CHANGE RHF,DRIV-FIDV,3TZDRIV-FIDVRHF
3TZ405000,3TZ405000,4050,00,994D,3TZ,4050 - FINAL DRIVE,00 - (NONE),3TZ,LOFE045-DRIV,,19800H AXLE SHAFT CHANGE,DRIV,3TZDRIV
442300200,442300200,3002,00,994F,442,3002 - TRANSMISSION & TRANSFER GEARS,00 - (NONE),442,LOFE045-DRIV,,11000H TRANSFER GEARS CHANGE,DRIV,442DRIV
442325300,442325300,3253,00,994F,442,3253 - DRIVESHAFT,00 - (NONE),442,LOFE045-DRIV-DRSH,,16500H DRIVE SHAFT CHANGE,DRIV-DRSH,442DRIV-DRSH
442325900,442325900,3259,00,994F,442,3259 - AXLE SHAFT,00 - (NONE),442,LOFE045-DRIV,,19800H AXLE SHAFT CHANGE,DRIV,442DRIV
4424001LF,4424001LF,4001,LF,994F,442,4001 - FINAL DRIVE & BRAKE WHEEL,LF - LEFT FRONT,442,LOFE045-DRIV-FIDV,,19800H WHEEL END CHANGE LHF,DRIV-FIDV,442DRIV-FIDV
4424001LR,4424001LR,4001,LR,994F,442,4001 - FINAL DRIVE & BRAKE WHEEL,LR - LEFT REAR,442,TKHL108-DRIV-FIDV,,19800H WHEEL END CHANGE LHR,DRIV-FIDV,442DRIV-FIDV
4424001RF,4424001RF,4001,RF,994F,442,4001 - FINAL DRIVE & BRAKE WHEEL,RF - RIGHT FRONT,442,LOFE043-DRIV-FIDV,,19800H WHEEL END CHANGE RHF,DRIV-FIDV,442DRIV-FIDV
4424001RR,4424001RR,4001,RR,994F,442,4001 - FINAL DRIVE & BRAKE WHEEL,RR - RIGHT REAR,442,TKHL104-DRIV-FIDV,,19800H WHEEL END CHANGE RHR,DRIV-FIDV,442DRIV-FIDV
4424303LT,4424303LT,4303,LT,994F,442,4303 - STEERING CYLINDER,LT - LEFT,442,,,15000H STEERING CYLINDER CHANGE LH,,
4424303RI,4424303RI,4303,RI,994F,442,4303 - STEERING CYLINDER,RI - RIGHT,442,,,15000H STEERING CYLINDER CHANGE RH,,
